time, epoch, train_l1, val_l1, val_psnr, val_ssim, val_cnr, val_gcnr, val_ks_stat, val_ks_p, is_best, best_metric, best_value, best_checkpoint
2025-10-14 04:09:36,158,0.018384,0.021792,26.1077,0.7917,0.5063,1.9578,0.4236,0.0000,False,ssim,0.795249,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_153.pt
2025-10-14 04:12:23,159,0.018402,0.021836,26.1463,0.7918,0.5107,1.9422,0.1344,0.0006,False,ssim,0.795249,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_153.pt
2025-10-14 04:15:10,160,0.018372,0.021965,26.1764,0.7924,0.5150,1.9300,0.1325,0.0002,False,ssim,0.795249,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_153.pt
2025-10-14 04:17:58,161,0.018351,0.022148,25.9276,0.7911,0.5082,1.9580,0.1352,0.0002,False,ssim,0.795249,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_153.pt
2025-10-14 04:20:30,162,0.018338,0.021775,26.1572,0.7936,0.5088,1.9436,0.4167,0.0000,False,ssim,0.795249,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_153.pt
2025-10-14 04:23:03,163,0.018323,0.021814,26.1060,0.7943,0.5011,1.9758,0.5787,0.0000,False,ssim,0.795249,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_153.pt
2025-10-14 04:25:36,164,0.018296,0.021945,26.0981,0.7949,0.5111,1.9390,0.5841,0.0000,False,ssim,0.795249,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_153.pt
2025-10-14 04:28:09,165,0.018276,0.021841,26.1893,0.7962,0.5094,1.9418,0.5835,0.0000,True,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:30:57,166,0.018239,0.021955,26.0930,0.7922,0.5102,1.9477,0.1339,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:33:30,167,0.018227,0.021768,26.1943,0.7943,0.5135,1.9265,0.5757,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:36:17,168,0.018216,0.021704,26.2227,0.7930,0.5125,1.9355,0.1310,0.0005,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:38:50,169,0.018200,0.021705,26.1911,0.7946,0.5088,1.9469,0.5812,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:41:23,170,0.018185,0.021858,26.1729,0.7950,0.5140,1.9309,0.5803,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:43:56,171,0.018151,0.021767,26.1768,0.7960,0.5085,1.9523,0.5814,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:46:43,172,0.018151,0.021901,26.2114,0.7935,0.5087,1.9488,0.1306,0.0003,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:49:30,173,0.018117,0.021704,26.2129,0.7944,0.5123,1.9393,0.1377,0.0001,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:52:03,174,0.018111,0.021661,26.1876,0.7940,0.5113,1.9456,0.4475,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:54:35,175,0.018074,0.021602,26.2360,0.7962,0.5102,1.9436,0.5830,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 04:57:21,176,0.018069,0.021712,26.1559,0.7925,0.5016,1.9755,0.1374,0.0001,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:00:36,177,0.018061,0.021612,26.2256,0.7940,0.5068,1.9516,0.1399,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:03:37,178,0.018031,0.021694,26.1843,0.7952,0.5119,1.9405,0.5831,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:06:23,179,0.018039,0.021652,26.2470,0.7943,0.5099,1.9396,0.1542,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:08:57,180,0.018012,0.021681,26.2308,0.7962,0.5128,1.9332,0.5821,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:11:45,181,0.017985,0.021632,26.2474,0.7945,0.5135,1.9319,0.1340,0.0005,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:14:33,182,0.017971,0.021603,26.2396,0.7951,0.5062,1.9598,0.1315,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:17:16,183,0.017954,0.021516,26.2451,0.7940,0.5069,1.9617,0.1667,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:19:49,184,0.017947,0.021651,26.1923,0.7954,0.5072,1.9529,0.5786,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:22:24,185,0.017905,0.021476,26.2657,0.7950,0.5068,1.9523,0.2498,0.0000,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:25:12,186,0.017923,0.021566,26.2461,0.7943,0.5070,1.9551,0.1327,0.0006,False,ssim,0.796217,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_165.pt
2025-10-14 05:27:46,187,0.017895,0.021618,26.2873,0.7974,0.5131,1.9317,0.5825,0.0000,True,ssim,0.797380,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_187.pt
2025-10-14 05:30:34,188,0.017884,0.021488,26.2447,0.7948,0.5046,1.9659,0.1395,0.0000,False,ssim,0.797380,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_187.pt
2025-10-14 05:33:09,189,0.017844,0.021518,26.2671,0.7961,0.5104,1.9473,0.5794,0.0000,False,ssim,0.797380,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_187.pt
2025-10-14 05:35:57,190,0.017838,0.021485,26.2790,0.7955,0.5089,1.9502,0.1383,0.0000,False,ssim,0.797380,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_187.pt
2025-10-14 05:38:32,191,0.017827,0.021618,26.2680,0.7985,0.5112,1.9398,0.5837,0.0000,True,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 05:41:06,192,0.017836,0.021506,26.2550,0.7958,0.5084,1.9491,0.3058,0.0000,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 05:43:56,193,0.017788,0.021725,26.2369,0.7951,0.5046,1.9621,0.1326,0.0006,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 05:46:30,194,0.017781,0.021507,26.2304,0.7949,0.5053,1.9597,0.4468,0.0000,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 05:49:05,195,0.017763,0.021549,26.2633,0.7982,0.5085,1.9481,0.5853,0.0000,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 05:51:39,196,0.017740,0.021582,26.2965,0.7980,0.5135,1.9307,0.5842,0.0000,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 05:54:14,197,0.017715,0.021521,26.2877,0.7969,0.5094,1.9433,0.5777,0.0000,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 05:56:48,198,0.017718,0.021523,26.2743,0.7963,0.5138,1.9341,0.3345,0.0000,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 05:59:37,199,0.017688,0.021484,26.2472,0.7944,0.5032,1.9679,0.1286,0.0000,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
2025-10-14 06:02:25,200,0.017709,0.021572,26.2126,0.7955,0.5092,1.9516,0.1363,0.0000,False,ssim,0.798536,D:\Downloads\NSU\CSE498R\UnetDehazing\Dehazing\Notebooks\checkpoints\best_epoch_191.pt
