time,epoch,train_loss,val_loss,psnr,ssim,is_best,best_metric,best_metric_value,best_checkpoint
time=2025-10-14 10:48:50,epoch=172,train_loss=0.018288,val_loss=0.021614,psnr=26.197677,ssim=0.793302,is_best=True,best_metric=ssim,best_metric_value=0.793302,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 10:50:30,epoch=173,train_loss=0.018237,val_loss=0.021597,psnr=26.162136,ssim=0.793769,is_best=True,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 10:52:09,epoch=174,train_loss=0.018220,val_loss=0.021582,psnr=26.170510,ssim=0.793092,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 10:53:49,epoch=175,train_loss=0.018211,val_loss=0.021629,psnr=26.154175,ssim=0.791874,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 10:55:29,epoch=176,train_loss=0.018204,val_loss=0.021654,psnr=26.146805,ssim=0.792358,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 10:57:09,epoch=177,train_loss=0.018192,val_loss=0.021629,psnr=26.133579,ssim=0.792530,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 10:58:49,epoch=178,train_loss=0.018168,val_loss=0.021682,psnr=26.128966,ssim=0.792811,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:00:29,epoch=179,train_loss=0.018148,val_loss=0.021521,psnr=26.207808,ssim=0.793751,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:02:08,epoch=180,train_loss=0.018117,val_loss=0.021606,psnr=26.134088,ssim=0.792249,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:03:48,epoch=181,train_loss=0.018112,val_loss=0.021589,psnr=26.145786,ssim=0.792244,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:05:28,epoch=182,train_loss=0.018101,val_loss=0.021567,psnr=26.177694,ssim=0.793013,is_best=False,best_metric=ssim,best_metric_value=0.793769,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:07:08,epoch=183,train_loss=0.018085,val_loss=0.021512,psnr=26.207277,ssim=0.794133,is_best=True,best_metric=ssim,best_metric_value=0.794133,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:08:48,epoch=184,train_loss=0.018061,val_loss=0.021539,psnr=26.227884,ssim=0.794623,is_best=True,best_metric=ssim,best_metric_value=0.794623,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:10:28,epoch=185,train_loss=0.018057,val_loss=0.021440,psnr=26.238328,ssim=0.794855,is_best=True,best_metric=ssim,best_metric_value=0.794855,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:12:08,epoch=186,train_loss=0.018010,val_loss=0.021497,psnr=26.247813,ssim=0.795289,is_best=True,best_metric=ssim,best_metric_value=0.795289,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:13:47,epoch=187,train_loss=0.018012,val_loss=0.021501,psnr=26.187360,ssim=0.793098,is_best=False,best_metric=ssim,best_metric_value=0.795289,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:15:27,epoch=188,train_loss=0.018000,val_loss=0.021529,psnr=26.213361,ssim=0.795551,is_best=True,best_metric=ssim,best_metric_value=0.795551,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:17:07,epoch=189,train_loss=0.017986,val_loss=0.021459,psnr=26.243057,ssim=0.794927,is_best=False,best_metric=ssim,best_metric_value=0.795551,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:18:47,epoch=190,train_loss=0.017968,val_loss=0.021470,psnr=26.223474,ssim=0.794500,is_best=False,best_metric=ssim,best_metric_value=0.795551,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:20:27,epoch=191,train_loss=0.017950,val_loss=0.021474,psnr=26.239153,ssim=0.795604,is_best=True,best_metric=ssim,best_metric_value=0.795604,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:22:07,epoch=192,train_loss=0.017943,val_loss=0.021475,psnr=26.236424,ssim=0.794480,is_best=False,best_metric=ssim,best_metric_value=0.795604,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:23:47,epoch=193,train_loss=0.017901,val_loss=0.021520,psnr=26.214273,ssim=0.794498,is_best=False,best_metric=ssim,best_metric_value=0.795604,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:25:27,epoch=194,train_loss=0.017915,val_loss=0.021474,psnr=26.230577,ssim=0.794906,is_best=False,best_metric=ssim,best_metric_value=0.795604,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:27:06,epoch=195,train_loss=0.017883,val_loss=0.021418,psnr=26.258089,ssim=0.795167,is_best=False,best_metric=ssim,best_metric_value=0.795604,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:28:46,epoch=196,train_loss=0.017879,val_loss=0.021427,psnr=26.257351,ssim=0.794997,is_best=False,best_metric=ssim,best_metric_value=0.795604,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:30:26,epoch=197,train_loss=0.017852,val_loss=0.021426,psnr=26.251659,ssim=0.796180,is_best=True,best_metric=ssim,best_metric_value=0.796180,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:32:06,epoch=198,train_loss=0.017849,val_loss=0.021442,psnr=26.243965,ssim=0.794622,is_best=False,best_metric=ssim,best_metric_value=0.796180,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:33:46,epoch=199,train_loss=0.017835,val_loss=0.021398,psnr=26.269026,ssim=0.794970,is_best=False,best_metric=ssim,best_metric_value=0.796180,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
time=2025-10-14 11:35:26,epoch=200,train_loss=0.017814,val_loss=0.021434,psnr=26.229392,ssim=0.794840,is_best=False,best_metric=ssim,best_metric_value=0.796180,best_checkpoint=checkpoints\unet_dehazing\unet_best.pth
